datetime,city,state,country,shape,duration (hours/min),comments,date posted,longitude 
6/30/2008 23:00,amarillo (local area and se),tx,us,light,10 minutes,&quot;Flash Bulb&quot; like lights hovering at 100 ft over Hwy 287 outside of Amarillo,12/12/2009,-101.8308333
6/4/2007 21:43,capitola,ca,us,chevron,4 seconds,4-5 dim amber lights in chevron formation&#44 silent&#44 extremely high speed&#44 South to North.,6/12/2007,-121.9522222
9/1/1994 16:00,tucumcari (on i-40 westbound),nm,us,triangle,3 to 4 minutes,WAS TRAVELING WEST BOUND I-40 WEST OF TUCUMCARI NM AND OBSERVED A TRINGULAR OBJECT MOVING AT MY SPEED CLOSER TO ME THAN THE BACK DROP T,10/2/1999,-103.7244444
10/2/1995 10:15,n. providence,ri,nan,nan,3 min.,Man witnesses &quot;small white dot&#44 that came out of clouds.&quot; Was slow-moving&#44 white&#44 w/ &quot;red on tail.&quot;,11/2/1999,-71.467664
10/11/2007 10:10,carlton,or,us,cylinder,15min,it was not anything thath we have,11/28/2007,-123.1752778
3/3/2008 21:00,seattle,wa,us,light,10 minutes,Two yellow lights moving slowly across the sky.,3/31/2008,-122.33083329999998
7/5/2008 20:15,checotah,ok,us,unknown,1 minute,White-Silver Shining Object in Oklahoma Sky,8/12/2008,-95.5227778
9/19/2011 22:00,presque isle,me,us,unknown,6 hours,5 objects seen in aroostook county sky numerous times&#33  ((NUFORC Note:  We suspect twinkling stars.  PD)),10/10/2011,-68.01638890000001
7/29/2013 21:50,new york city (bronx),ny,us,triangle,10-15 seconds,HOVERING CRAFTS WITH ORANGE AND RED LIGHTS,8/30/2013,-74.0063889
6/1/1970 03:30,veagus (puerto rico),nan,nan,nan,15 minutes,Pseudo sunrise / sunset at 03:30,2/14/2010,-115.238349
6/11/2007 15:30,palmdale,ca,us,sphere,01:00,silver sphere in the skys of palmdale,3/4/2008,-118.1155556
7/30/2002 21:35,atlanta,ga,us,circle,2-3 seconds,Bright&#44 stationary&#44 white light appears low to ground and then vanishes over outdoor concert in Atlanta&#44 GA.,8/16/2002,-84.3880556
6/17/2011 21:30,cicero,ny,us,fireball,almost two mintes,We live across the road from a lake. We were both standing on our back deck and it is 9:30 at night so it is dark and all of a sudden w,6/20/2011,-76.11972220000001
12/24/1997 10:05,phuket (thailand),nan,nan,formation,10:15,12 slow moving red/orange pulsating objects over Phuket&#44 Thailand about 10:05 on Christmas Eve.,3/7/1998,98.39225
8/13/2013 18:00,wahiawa,hi,us,light,1 hour,Glowing and flashing lights over Waianae mountain range near Schofield.  ((NUFORC Note:  Venus or Arcturus?  PD)),9/30/2013,-158.0236111
2/21/2004 15:00,nyack,ny,us,triangle,3 minutes,When crossing the Tappen Zee bridge my wife snapped photos of the area because she though it would be a nice place to buy a house. I do,3/2/2004,-73.9183333
11/4/2010 23:00,bensalem,pa,us,teardrop,3 minutes,I looked out the window to see a saucer chasing a red teardrop.,1/31/2011,-74.9516667
12/2/2007 04:35,bridgewater (uk/england),nan,gb,disk,seconds,craft over uk village,6/12/2008,-3.000556
10/8/2011 23:30,lewis center,oh,us,triangle,10 minutes,Reddish orange lights hovering over a golf course craft shaped into a triangle.,10/19/2011,-83.0102778
6/22/2012 09:00,cross lanes,wv,us,triangle,2 minutes,It was triangular and had lights on all corners with a glow coming from the center,7/4/2012,-81.7908333
11/25/2009 17:50,berkeley,ca,us,other,2-3 min.,Two Bright star like UFOs follow eachother over Berkeley/Oakland CA and zoom off into space.,12/12/2009,-122.2716667
10/19/2012 09:03,tacoma,wa,us,oval,1 minute,Bight Glowing orange orb that dimmed and would go bright again.It stopped for  30 seconds then accelarated and disappeared.Heading East,10/30/2012,-122.44305559999998
7/1/2009 14:00,irving,tx,us,oval,10 seconds,Oval shaped aircraft shimmered in the sky and disappears,8/5/2009,-96.9486111
9/3/2007 20:32,wallingford,ct,us,light,3 -5 minutes,Bright Round Light Moves North In Night Sky Wallingford&#44Connecticut No Sound,10/8/2007,-72.8236111
9/29/2012 21:20,anchorage,ak,us,light,1 hour,Jesus Christ enlighten us.,10/30/2012,-149.90027780000003
4/3/2006 13:55,bowie,tx,us,changing,30 sec,Daytime Light near Bowie&#44 Tx,5/15/2006,-97.8483333
4/13/2014 03:15,encinitas,ca,us,sphere,30 minutes,Two low bright lights hovering/moving back and forth off the 5 in Encinitas; 3:15 am.,4/18/2014,-117.2911111
6/15/1985 23:00,new york city (brooklyn),ny,us,oval,1 minute,Bright  light over Sun Set Park&#44 viewed from Park Slope on Fifth Avenue&#44 Brooklyn  500 Lights On Object0: Yes,2/14/2008,-74.0063889
10/15/1994 22:00,pittsburgh,pa,us,light,30 seconds,It was a clear night in October&#44 about 1994.  I saw a bright white &#8220;star like&#8221; thing in the sky. It was NOT moving. I was facing down t,12/12/2009,-79.9961111
10/29/2007 20:53,bedford,ny,us,triangle,5 seconds,Triangular object with three lights over  Westchester county NY,11/28/2007,-73.6441667
11/14/2008 18:30,los angeles,ca,us,chevron,10 minutes,incomplete V formation of red flashing lights flying.,1/10/2009,-118.2427778
7/2/2011 21:00,oologah,ok,us,light,3 minutes,Bright Orange Light or orb,7/17/2011,-95.7080556
10/28/2013 22:00,davie,fl,us,unknown,5 minutes,Fireball in the sky that dissipated after a few minutes.,11/11/2013,-80.2333333
9/21/2011 23:30,grand rapids,mi,us,oval,< 2 sec&#39s,Light - Oval,10/10/2011,-85.6680556
8/9/2001 23:45,los alamos,nm,us,light,15 seconds,Jet chasing object over Los Alamos National Labs,8/12/2001,-106.3063889
12/8/2007 05:45,alamo,ca,us,formation,10 minutes or more,UFOs hovered in low-lying clouds near my apartment this December&#33 this sounds crazy&#44 but I SAW THEM&#33&#33&#33,3/4/2008,-122.0311111
1/24/2009 18:00,fairbanks,ak,us,oval,a little more than a week,Bright light high above my town&#44 very peculiar looking when viewed through a telescope.  ((NUFORC Note:  Venus??  PD)),3/19/2009,-147.7163889
6/3/2011 15:00,mills,wy,us,circle,40 sec.,2 round objects spotted&#44 broad daylight.  White in color and moving very fast.  Flying together.  No wings,6/3/2011,-106.3652778
9/1/1979 02:00,crowley,la,us,unknown,1  minute,Machine Sounding Heart Beat,10/8/2007,-92.3744444
2/16/2008 18:15,san francisco,ca,us,triangle,20 seconds,3 bright lights in triangle pattern stationary over SF Bay,3/4/2008,-122.4183333
